;cuerpo;fecha;seccion;titulo
143;"""No conseguirás chicos así, pero sí te puedo ayudar si vienes al gym donde trabajo"", le dijeron.";14/11/2018;tecno;Subió una foto a Facebook y el mensaje que recibió por su peso indignó al mundo entero
144;En qué consiste este procedimiento. Escriben Alejandro Nieponice y Fabio Nachman.;14/11/2018;salud;POEM, la técnica que trata una enfermedad del esófago sin necesidad de cirugía
145;Un reconocimiento al esfuerzo y la dedicación. ;14/11/2018;autos;Es enfermero, destrozó su camioneta por salvar vidas en un incendio y la marca le regalará una unidad 0 km
146;Una mujer de 33 años, que manipulaba el explosivo, resultó herida de gravedad. El otro arrestado sería la pareja. La detonación fue en el mausoleo de Ramón Falcón.;14/11/2018;sociedad;Explotó un artefacto casero en el Cementerio de la Recoleta: hay dos detenidos 
147;El actor protagonizó un asombroso cambio físico desde su aparición en Parks and Recreation.;14/11/2018;salud;Así es como Chris Pratt se convirtió en un héroe de Marvel
148;La actriz contó que padeció trastornos de alimentación por las exigencias que sentía en su carrera. ;14/11/2018;show;"Leticia Brédice confesó que sufrió anorexia: ""Tomaba anfetaminas y llegué a pesar 40 kilos"" "
149;La actriz, famosa por su personaje en la aclamada serie, tenía 93 años y vivía en una casa de retiro en California. ;14/11/2018;show;"Murió Katherine MacGregor, la malvada Harriet Oleson de ""La Familia Ingalls"""
150;Antes ya habían sido desafectados Otamendi, Salvio, Zaracho y Rodrigo Battaglia. El viernes, el amistoso es con México en Córdoba.;14/11/2018;deportes;Germán Pezzella es la quinta baja por lesión de la Selección argentina
151;Hannah Cornelius tenía 21 años y les dijo a sus secuestradores que tendría sexo con ellos si no la mataban.  ;14/11/2018;internacional;Condenaron a prisión perpetua a tres hombres que violaron y asesinaron a una estudiante
152;La estrella del pop compartió una imagen en la que está con una apariencia lejos del glamour y la excentricidad a la que nos tiene acostumbrados. ;14/11/2018;música;La foto nunca antes de vista de Lady Gaga trabajando ¡como repartidora de pizza!
153;La hija del conductor expresó su felicidad al enterarse que el papá de su pareja quedó en libertad. ;14/11/2018;show;El mensaje de Morena Rial tras la salida de su suegro de prisión
154;El caso de un bebé de un año intoxicado en Berisso puso de relieve las serias consecuencias para la salud de los chicos. ;14/11/2018;salud;Qué efectos tiene la cocaína en el cuerpo de un bebé
155;El video en el que se lo ve agrediendo al animal, fue grabado por un visitante y compartido en las redes sociales. Desde la Administración de Parques Nacionales afirmaron a TN.com.ar que le harán un sumario interno e iniciarán una investigación. ;14/11/2018;sociedad;Un guardaparque del Parque Nacional Iguazú pateó a un mono y fue separado de su cargo
156;El detenido tenía el teléfono de la víctima y un testigo lo reconoció. Para la Justicia, el procedimiento policial no era válido. ;14/11/2018;policiales;"Lo detuvieron por robar un celular pero quedó libre porque consideraron que la policía ""se extralimitó de sus funciones"""
157;Un jurado en Irlanda usó la ropa interior de una joven para beneficiar al hombre que abusó de ella. Las críticas al fallo dieron la vuelta al mundo.;14/11/2018;internacional;“Llevaba una tanga de encaje”, el repudiable argumento para absolver a un acusado de violación
158;La Conmebol se decidió por el uruguayo por encima de Néstor Pitana y Wilton Sampaio.;14/11/2018;deportes;Andrés Cunha, el árbitro que dirigirá el River-Boca de la final de la Copa Libertadores
159;Las luces de Puerto Madero se prenden este sábado para Nocturna BA, una carrera única que termina en fiesta  ;14/11/2018;deportes;Pasión runner | Qué noche mágica ciudad de Buenos Aires
160;El hijo adolescente del expresidente y Cecilia Bolocco está en la Clínica Las Condes. ;14/11/2018;sociedad;Internaron a Máximo Menem en Chile
161;Los dirigentes esperan recaudar algo más de 100 millones de pesos.;14/11/2018;deportes;Los hinchas de River agotaron las entradas para la revancha del Superclásico
162;Lloran los fanáticos del mítico deportivo alemán. ;14/11/2018;autos;A un Porsche 911 de 1977 le pusieron un motor Tesla: ¿modernización o sacrilegio?
163;El objetivo es que vayan grabando lo que ocurre antes de que los oficiales arriben al lugar.;14/11/2018;tecno;La policía de EEUU enviará drones para filmar las escenas de los crímenes antes de que llegue el patrullero
164;El spam fue compartido por el usuario verificado @gsuite, que afirmaba que regalaría la moneda virtual entre sus 800 mil seguidores.;14/11/2018;tecno;Hackearon una cuenta de Twitter de Google y promocionaron una estafa con bitcoins
165;Un medio inglés publicó una foto del músico en la actualidad en el barrio de Londres, donde vive junto a su familia. ;14/11/2018;música;Fin al misterio: así luce John Deacon, el bajista de Queen que se alejó de las luces de la fama
166;Se trata del caso de Gladis Choque. Fue violada, golpeada y cortada con una botella. Después, el asesino trató de prenderle fuego a la casa para borrar todas las pruebas. ;14/11/2018;policiales;Un femicidio salvaje llega a juicio en Jujuy
167;El líder de Foo Fighters tuvo un gesto con los trabajadores, que luchan por apagar el fuego. ;14/11/2018;música;Dave Grohl le preparó un asado a los bomberos de California que combaten el incendio forestal
168;En tres spots con actores, propone que sean los varones los gestores de un cambio cuando son testigos de malos tratos contra las mujeres. El acoso callejero, la difusión de imágenes íntimas y la descalificación en la familia son los temas elegidos. ;14/11/2018;sociedad;#CambiáElTrato: de varones a varones, una campaña contra la violencia machista 
169;Aseguran que la pantalla imita la curvatura natural del ojo humano.;14/11/2018;autos;El futuro del tablero: anunciaron el primer instrumental curvo para autos de la historia
170;El nuevo sistema permite a los contribuyentes realizar las transacciones solo con número de CUIT. El dinero se carga en la aplicación y desde allí se cursan los pagos, sin generar comprobantes para abonar en los bancos.;14/11/2018;economía;AFIP crea una billetera electrónica para pagar Ganancias, Bienes Personales e IVA
171;El verano europeo encendió la alarma: los adultos no les prestan atención a los chicos.;14/11/2018;salud;Cada vez más chicos se ahogan por la distracción de sus padres con los celulares
172;Los que ofrece el mensajero de Facebook no son los únicos que podés usar. Conocé cómo crear tus propias pegatinas y otras opciones gratuitas.  ;14/11/2018;tecno;Tres apps de Android para tener los mejores stickers en Whatsapp
173;Estiman que podría provocar una recategorización en contribuyentes con bienes acumulados. ;14/11/2018;autos;Presupuesto 2019: subirá la valuación de los autos para el impuesto a los Bienes Personales
174;La ex de Diego Maradona cree que la falta de contacto con su papá podría ser el desencadenante del cuadro. ;14/11/2018;show;Verónica Ojeda, triste por la misteriosa enfermedad de Dieguito Fernando
175;El caso que conmovió Francia llegó a los tribunales. La nena sufre graves secuelas y la mujer, Rosa María Da Cruz, podría ser condenada a hasta 20 años de cárcel.;14/11/2018;internacional;"La mujer que mantuvo a su beba encerrada en un baúl durante dos años: ""No sabía que tenía una hija, no la veía"""
176;El envenenamiento ocurrió tres días después del fallecimiento de su padre, quien padecía cáncer y habría sufrido un infarto. Las autoridades locales investigan el caso. ;14/11/2018;internacional;El hijo de un testigo clave del caso Odebrecht murió envenenado con cianuro 
177;"Tras la denuncia de los familiares del detenido, Asuntos Internos detuvo a un comisario y a su segundo por ""extorsión"". ";14/11/2018;policiales;"Los jefes de una comisaría le pidieron 10 mil pesos a un preso para alojarlo en el sector ""VIP"" "
178;El oficialismo confía en tener más de 40 votos. El Bloque Justicialista de Miguel Pichetto aportará su respaldo mayoritario.;14/11/2018;política;El Senado debate el Presupuesto 2019 y se espera que la votación sea a la madrugada
179;El volante chileno tiene un problema en los meniscos. Podría perderse lo que queda de la temporada. ;14/11/2018;deportes;Malas noticias para Racing: Marcelo Díaz podría ser operado de la rodilla
180;El minero, que fue dejado en libertad dos veces por la justicia de San Juan, finalmente quedó preso.;14/11/2018;policiales;"Abusó de sus 3 hijos, lo condenaron y dio un extraño mensaje: ""Que Dios los proteja con su manto de sangre"""
181;La iniciativa la propuso el bloque liderado por Pichetto, ya que la compensación estará alcanzada por el tributo.;14/11/2018;política;El PJ presentó un proyecto para eximir de Ganancias el bono de $5000
182;El caso de acoso escolar causó indignación en Canadá. La madre del pequeño denunció que al menos tres estudiantes caminaron sobre su hijo.;14/11/2018;internacional;Usaron a un nene con parálisis cerebral como puente para cruzar un río mientras lo grababan y se burlaban 
183;La mostraron en una exposición. Otros casos similares de productos que se venden bajo diferentes marcas.;14/11/2018;autos;La Fiat Toro se venderá como Ram 1000 en Colombia: qué cambia y cómo es
184;"El ministro de Hacienda ratificó la política fiscal y adelantó una desaceleración de la inflación en noviembre. Además, anticipó un triunfo electoral en 2019: ""Los pueblos no vuelven hacia atrás"". ";14/11/2018;economía;"Nicolás Dujovne: ""Nunca se hizo un ajuste de esta magnitud en la Argentina sin que caiga el Gobierno"" "
185;Tiene solo un año y medio y ya es fanática del Xeneize. Un video suyo se viraliza en redes sociales y medios internacionales.;14/11/2018;deportes;Tiffany, la mini hincha de Boca que enamoró al mundo entero
186;La mujer fue atropellada el 21 de agosto en China. Pese a la preocupación de los automovilistas que temen por su seguridad, el animal no se mueve del lugar.;14/11/2018;tecno;El perro más fiel: su dueña murió en un accidente de tránsito y hace 80 días que la espera 
187;La cantante se juntó con la drag queen brasileña en su nuevo tema, que ya tiene destino de gran éxito.;14/11/2018;música;"Lali Espósito y Pabllo Vittar, sensualidad a pleno en ""Caliente""  "
188;Más pruebas reafirman la inocencia de Emanuel Ramirez y una relación con el abogado querellante sería el disparador de su detención.;14/11/2018;policiales;"Estuvo preso 15 días por el crimen de Jorge Bustamante, era inocente e investigan una ""venganza sexual"""
189;Primero deberán pasar por el cine para contribuir al desarrollo del Séptimo Arte en ese país.;14/11/2018;show;En Italia prohibirán que las películas se estrenen en plataformas de streaming online
190;Como en un capítulo de Black Mirror, lograron estudiar su comportamiento para recrear actitudes y respuestas.;14/11/2018;tecno;"Su mejor amigo murió y logró ""revivirlo"" para despedirse de él con inteligencia artificial"
191;Te mostramos los secretos de este método para compartir tu cuenta con un simple escaneo.   ;14/11/2018;tecno;Paso a paso: cómo crear y usar las tarjetas de identificación en Instagram
192;Un video muestra el fenómeno meteorológico desde una perspectiva inédita para muchos.   ;14/11/2018;tecno;Así se ve una feroz tormenta desde la cabina de un avión: no apto para aerofóbicos
193;El volante se recuperó de un desgarro grado uno que sufrió en el bíceps femoral derecho.;14/11/2018;deportes;Leo Ponzio tiene al alta médica y podrá jugar en la revancha ante Boca
194;La compañía reconoció la falla y la solucionó, pero es probable que muchos otros usuarios también hayan sido afectados.;14/11/2018;tecno;Un diseñador demanda a Adobe por un error que le borró 100 mil archivos
